id,type,file_path,line_number,string_name,original_text,translation,context,notes
5525,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,234,,列表大小,,"gUtils.d(TAG, ""阅读备份 $fileName 列表大小 ${list.size}"")",Chinese parts: 列表大小
5526,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,239,,阅读备份,,"LogUtils.d(TAG, ""阅读备份 $fileName 写入大小 ${file.length(",Chinese parts: 阅读备份
5527,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,239,,写入大小,,"gUtils.d(TAG, ""阅读备份 $fileName 写入大小 ${file.length()}"")",Chinese parts: 写入大小
5528,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,241,,阅读备份,,"LogUtils.d(TAG, ""阅读备份 $fileName 列表为空"")",Chinese parts: 阅读备份
5529,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,241,,列表为空,,"gUtils.d(TAG, ""阅读备份 $fileName 列表为空"")",Chinese parts: 列表为空
5530,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,252,,创建文件失败,,"throw NoStackTraceException(""创建文件失败"")",Chinese parts: 创建文件失败
5531,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,254,,打开,,"throw NoStackTraceException(""打开OutputStream失败"")",Chinese parts: 打开
5532,source_code,app\src\main\java\io\legado\app\help\storage\Backup.kt,254,,失败,,"TraceException(""打开OutputStream失败"")",Chinese parts: 失败
5533,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,37,,成功导入书架,,"context.toastOnUi(""成功导入书架${importCount}"")",Chinese parts: 成功导入书架
5534,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,40,,导入书架失败,,"context.toastOnUi(""导入书架失败\n${it.localizedMessage}"")",Chinese parts: 导入书架失败
5535,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,46,,成功导入书源,,"context.toastOnUi(""成功导入书源${importCount}"")",Chinese parts: 成功导入书源
5536,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,49,,导入源失败,,"context.toastOnUi(""导入源失败\n${it.localizedMessage}"")",Chinese parts: 导入源失败
5537,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,55,,成功导入替换规则,,"context.toastOnUi(""成功导入替换规则${importCount}"")",Chinese parts: 成功导入替换规则
5538,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,58,,导入替换规则失败,,"context.toastOnUi(""导入替换规则失败\n${it.localizedMessage}"")",Chinese parts: 导入替换规则失败
5539,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,65,,导入书架,,kotlin.runCatching {// 导入书架,Chinese parts: 导入书架
5540,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,70,,成功导入书架,,"context.toastOnUi(""成功导入书架${importCount}"")",Chinese parts: 成功导入书架
5541,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,72,,导入书架失败,,"context.toastOnUi(""导入书架失败\n${it.localizedMessage}"")",Chinese parts: 导入书架失败
5542,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,80,,成功导入书源,,"context.toastOnUi(""成功导入书源${importCount}"")",Chinese parts: 成功导入书源
5543,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,82,,导入源失败,,"context.toastOnUi(""导入源失败\n${it.localizedMessage}"")",Chinese parts: 导入源失败
5544,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,90,,成功导入替换规则,,"context.toastOnUi(""成功导入替换规则${importCount}"")",Chinese parts: 成功导入替换规则
5545,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,92,,未找到替换规则,,"context.toastOnUi(""未找到替换规则"")",Chinese parts: 未找到替换规则
5546,source_code,app\src\main\java\io\legado\app\help\storage\ImportOldData.kt,95,,导入替换规则失败,,"context.toastOnUi(""导入替换规则失败\n${it.localizedMessage}"")",Chinese parts: 导入替换规则失败
5547,source_code,app\src\main\java\io\legado\app\help\storage\Restore.kt,70,,开始恢复备份,,"LogUtils.d(TAG, ""开始恢复备份 uri:$uri"")",Chinese parts: 开始恢复备份
5548,source_code,app\src\main\java\io\legado\app\help\storage\Restore.kt,81,,复制解压文件出错,,"AppLog.put(""复制解压文件出错\n${it.localizedMessage}"", it)",Chinese parts: 复制解压文件出错
5549,source_code,app\src\main\java\io\legado\app\help\storage\Restore.kt,88,,恢复备份出错,,"appCtx.toastOnUi(""恢复备份出错\n${it.localizedMessage}"")",Chinese parts: 恢复备份出错
5550,source_code,app\src\main\java\io\legado\app\help\storage\Restore.kt,89,,恢复备份出错,,"AppLog.put(""恢复备份出错\n${it.localizedMessage}"", it)",Chinese parts: 恢复备份出错
